Character ID,Character Name,Character Type,Parent ID,State ID,State Name,State Description
1,Plant,grouping,,,,
2,Leaves,grouping,,,,
3,Flowers,grouping,,,,
4,Pods and seed,grouping,,,,
5,Occurrence,grouping,,,,
6,Plant habit,discrete,1,1,Tree,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/28362?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/fabaceae#tree","type":2}]
6,Plant habit,discrete,1,2,Erect to ascending shrub,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/19508?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/fabaceae#erect-to-ascending-shrub","type":2}]
6,Plant habit,discrete,1,3,Prostrate or decumbent shrub,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/31008?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/fabaceae#prostrate-or-decumbent-shrub","type":2}]
6,Plant habit,discrete,1,4,Climbing, twining or straggling,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/37277?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/fabaceae#climbing-twining-or-straggling","type":2}]
6,Plant habit,discrete,1,5,Rosette-forming or herbaceous (non-climbing),[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/123778?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/fabaceae#rosette-forming-or-herbaceous-non-climbing","type":2}]
7,Mature plant height,grouping,1,,,
8,Spines,discrete,1,6,Spinescent branchlet apices,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/33386?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/fabaceae#spinescent-branchlet-apices","type":2}]
8,Spines,discrete,1,7,Prickles on stem,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/fabaceae#prickles-on-stem","type":2}]
8,Spines,discrete,1,8,Pungent leaves,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/25294?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/fabaceae#pungent-leaves","type":2}]
8,Spines,discrete,1,9,Stipules modified into spines,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/43767?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/fabaceae#stipules-modified-into-spines","type":2}]
8,Spines,discrete,1,10,Absent,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/fabaceae#absent","type":2}]
9,Branchlet cross-section (young branchlets),discrete,1,11,Rounded,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/28096?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/fabaceae#rounded","type":2}]
9,Branchlet cross-section (young branchlets),discrete,1,12,Compressed,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/19348?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/fabaceae#compressed","type":2}]
9,Branchlet cross-section (young branchlets),discrete,1,13,Angular,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/27250?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/fabaceae#angular","type":2}]
